Smiles,IC50_uM,pIC50
NCCCN(CCCCN)[N+]([N-]O)=O,0.131825674,6.88
COc1cc(Oc2c(C)cc(C#N)cc2C)cc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)n1,0.132,6.879426069
Cc1cc(C#N)ccc1-c1ccnc(NCc2cc(-c3ccccn3)[nH]n2)c1,0.134,6.872895202
Cc1ccc(CN2CCC(Nc3nc(Oc4c(C)cc(/C=C/C#N)cc4C)c4sccc4n3)CC2)cc1,0.138,6.860120914
Cc1cc(C)cc(S(=O)(=O)c2c(C(N)=O)[nH]c3ccc(Cl)cc23)c1,0.14,6.853871964
Cc1cc(S(N)(=O)=O)ccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cncc(C#N)c1,0.14125,6.850011544
C1(=O)\C(=C/c2ccccc2)\CNCC1,0.144543977,6.84
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCC(=O)NCc3ccco3)[nH]c3ccc(Cl)cc23)c1,0.145,6.838631998
Cc1n[nH]c2ccc(F)c(Oc3cc(C#N)cc(C#N)c3)c12,0.145,6.838631998
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@H](C)CC(N)=O)[nH]c3ccc(Cl)cc23)c1,0.147,6.832682665
C#C[C@]1(CO)O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O,0.15,6.823908741
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(CCC(=O)O)cc2Cl)c(Cl)c1,0.15,6.823908741
Cc1c([C@H](C)c2c(F)cccc2F)nc(SC2CCCC2)[nH]c1=O,0.15,6.823908741
Cc1c(Cl)nc(Nc2ccc(C#N)cc2)nc1C(C)c1c(F)cccc1F,0.15,6.823908741
CCC1(c2ccc(CSc3ccccc3)cc2)Oc2ccccc2-n2cccc2C1=O,0.15,6.823908741
CCc1cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc12,0.15,6.823908741
CCCN(C)c1nc(C(OC)c2c(F)cccc2F)c(C)c(=O)[nH]1,0.15,6.823908741
COC(c1nc(SC2CCCC2)[nH]c(=O)c1C)c1c(F)cccc1Cl,0.15,6.823908741
COc1ccc2nc(-c3[nH]c4ccc(Br)cc4c3S(=O)(=O)N3CCCC3)[nH]c2c1,0.15,6.823908741
O=S(=O)(c1c(-c2ncc(-c3ccccc3)[nH]2)[nH]c2ccc(Br)cc12)N1CCCC1,0.15,6.823908741
O=C(CSc1nnnn1-c1ccc(C2CC2)cc1Cl)Nc1ccc(C(=O)O)cc1Cl,0.151,6.821023053
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(Cl)cc3)CC2)nc2ccsc12,0.152,6.818156412
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,0.152,6.818156412
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(Br)cc3)CC2)nc2ccsc12,0.154,6.812479279
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2ccn(COCc3ccccc3)c12,0.158,6.801342913
CCc1c(C)[nH]c(=O)c(N2CCOCC2)c1Cc1cc(C)cc(C)c1,0.158,6.801342913
CC(C)c1s/c(=N\S(=O)(=O)c2cc(Cl)ccc2O)n(C)c1Cl,0.15849,6.799998135
Cc1cc(NCCCn2ccnc2)ccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cc(F)cc(F)c1,0.15849,6.799998135
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C#N)cc3Cl)CC2)ncc1Br,0.159,6.798602876
Cc1cc(C)c(Oc2cc(Cl)nc(NC3CCN(Cc4ccc(S(N)(=O)=O)cc4)CC3)c2)c(C)c1,0.159,6.798602876
Cc1cc(/C=C/C#N)cc(C)c1Nc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,0.16,6.795880017
Cc1cc(C)c(Oc2cc(Cl)nc(NC3CCN(Cc4ccc(S(C)(=O)=O)cc4)CC3)c2)c(C)c1,0.16,6.795880017
Cc1ccc(C(C)(O)c2ccnc(Nc3ccc(C#N)cc3)n2)cc1,0.16,6.795880017
Cc1ccc(NC(=O)CSc2nc3ccccc3n2S(=O)(=O)c2cc(C)cc(C)c2)cc1,0.16,6.795880017
CCc1c(C(=O)c2cc(F)cc(F)c2)nc(SCc2ccc(OC)cc2)[nH]c1=O,0.16,6.795880017
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCC(N)=O)[nH]c3ccc(Cl)cc23)c1,0.161,6.793174124
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCc3cccnc3)[nH]c3ccc(Cl)cc23)c1,0.162,6.790484985
c1c(C)ccc(C(CCN(CC)CC)=O)c1,0.16218101,6.789999999
C1NCCCC(C(O)=O)(c2ccccc2)C1,0.16218101,6.789999999
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccn(COCc3ccccc3)c12,0.163,6.787812396
NCCCN(CCCCNCCCN)[N+]([N-]O)=O,0.165958691,6.779999999
Cc1cc(C#N)cc(C)c1Oc1cc(Cl)nc(NC2CCN(Cc3ccccc3)CC2)c1,0.168,6.774690718
C=C(C)[C@@H]1Cc2c(cc3oc(=O)ccc3c2O)O1,0.17,6.769551079
C=C(CO)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,0.17,6.769551079
C=CC(C)(C)c1cc2cc(C[C@@H](O)C(C)(C)O)c(O)cc2oc1=O,0.17,6.769551079
C=CC(C)(C)c1cc2cc3c(c(CC=C(C)C)c2oc1=O)O[C@H](C(C)(C)O)C3,0.17,6.769551079
C=CC(C)(C)c1cc2cc3c(cc2oc1=O)O[C@H](C(C)(C)O)[C@H]3O,0.17,6.769551079
CC(=O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,0.17,6.769551079
CC(C)(O)C(=O)Cc1cc2ccc(=O)oc2cc1O,0.17,6.769551079
CC1(C)Oc2cc3oc(=O)ccc3cc2[C@@H](O)[C@@H]1O,0.17,6.769551079
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3cccc(Cl)c3)CC2)nc2ccsc12,0.17,6.769551079
CO[C@H](Cc1cc2ccc(=O)oc2cc1O)C(C)(C)O,0.17,6.769551079
COC(=O)c1ccc(NC(=O)CSc2nc3ccccc3n2S(=O)(=O)c2cc(C)cc(C)c2)cc1,0.17,6.769551079
COc1cc2cc3c(cc2oc1=O)OC(C)(C)CC3,0.17,6.769551079
COc1ccc(CSc2nc(C(C#N)c3c(F)cccc3Cl)c(C)c(=O)[nH]2)cc1,0.17,6.769551079
C1(C(OCC)=O)S(=O)(=O)OCCOS1(=O)=O,0.173780083,6.76
O=C1NC(=O)N(C2CC(OC=O)C(CO)O2)C=C1C,0.173780083,6.76
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@@H](C)c3ccccc3F)[nH]c3ccc(Cl)cc23)c1,0.175,6.756961951
COc1cc(Oc2c(C)cc(C#N)cc2C)cc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)n1,0.175,6.756961951
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2ccc(Cl)c(Cl)c2)n1,0.177,6.752026734
c1(ccccc1)C(C(O)=O)(CCC(O)=O)CCC(O)=O,0.177827941,6.75
c1(P(S)(CC(O)=O)=S)ccccc1,0.177827941,6.75
c1ccc(Oc(c(CC(O)=O)ccc2)c2S3)c3c1,0.177827941,6.75
Cc1ccc(-c2c(SCC(=O)Nc3ccc(-c4ccc(CC(=O)O)cc4)cc3Cl)cnn2C)c(Cl)c1,0.178,6.749579998
Cc1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12,0.18,6.744727495
Cc1cc(C)c(C)c(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c1C,0.18,6.744727495
Cc1cc(C)cc(S(=O)(=O)n2c(SCC(=O)Nc3ccccc3Br)nc3ccccc32)c1,0.18,6.744727495
CCCN(C)c1nc(C(C)c2c(F)cccc2F)c(C)c(=O)[nH]1,0.18,6.744727495
c1(P(S)(CC(OCC)=O)=S)ccccc1,0.181970086,6.74
c1c(ncn2CC(N)=N)c2ccc1,0.181970086,6.74
CCOC(=O)C1CN(Cc2ccc(S(N)(=O)=O)cc2)CCC1Nc1nc(Oc2c(C)cc(C#N)cc2C)c2sccc2n1,0.186,6.730487056
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccc(O)cc2oc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.1887,6.7242281
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)C(N)=O)[nH]c3ccc(Cl)cc23)c1,0.19,6.721246399
CCc1c(C(=O)c2cccc(F)c2)nc(SCc2ccc(OC)cc2)[nH]c1=O,0.19,6.721246399
O1C(N2C=C(C)C(=O)NC2=O)CC(NC(=N)NO)C1CO,0.190546072,6.72
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CC(N)=O)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.191,6.718966633
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(c3ccc(Cl)c(C(N)=O)c3)CC2)n1,0.192,6.716698771
NS(=O)(=O)c1ccc(NC(=O)COc2cccc(Oc3ccccc3)c2)c(Cl)c1,0.1924,6.715794932
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(c3cccc(S(N)(=O)=O)c3)CC2)n1,0.194,6.71219827
NS(=O)(=O)c1ccc(NC(=O)CCC(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1,0.194,6.71219827
C1(C(c2ccccc2)=O)S(=O)(=O)OCCOS1(=O)=O,0.19498446,6.71
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2ccn(S(=O)(=O)c3ccccc3)c12,0.195,6.709965389
CCc1c(Oc2cc(C)cc(C)c2)n(Cc2ccccc2)c(=O)[nH]c1=O,0.197,6.705533774
c1(Cl)c(Cl)cc(C(CCN(CC)CC)=O)cc1,0.199526231,6.700000001
CCC1(c2ccc(COc3ccccc3)cc2)Oc2ccccc2-n2cccc2C1=O,0.2,6.698970004
CCOc1cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc12,0.2,6.698970004
CCOc1cccc(C2(CC)Oc3ccccc3-n3cccc3C2=O)c1,0.2,6.698970004
O=C(NCc1nccs1)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1,0.2,6.698970004
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCC(N)=O)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.204,6.690369833
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCC(N)=O)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.206,6.68613278
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccccc3Cl)CC2)nc2ccsc12,0.207,6.684029655
CCN(C(=O)CCC(=O)Nc1ccc(-c2ccc(OCC(=O)O)cc2)cc1Cl)c1ccc(C(C)(C)C)cc1Cl,0.207,6.684029655
CC(C)c1ccc(O)c(=O)c(O)c1,0.21,6.677780705
CCC(c1nc(SC(C)C)[nH]c(=O)c1C)c1c(F)cccc1F,0.21,6.677780705
CCc1c(Oc2cc(C)cc(C)c2)n(CC2CC2)c(=O)[nH]c1=O,0.21,6.677780705
Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CCC2)c1,0.213,6.671620397
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0.216,6.665546249
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccc([N+](=O)[O-])cc3)[nH]c3ccc(Cl)cc23)c1,0.218,6.661543506
c1(P(S)(C(C(O)=O)C(O)=O)=S)ccccc1,0.218776162,6.660000001
O=C1NC(=O)N(C2CC(OC=O)C(CO)O2)C=C1,0.218776162,6.660000001
N#C/C=C/c1ccc(Nc2cc(NCCCN3CCOCC3)nc(Nc3ccc(C#N)cc3)n2)cc1,0.21878,6.659992382
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2cccc(F)c2)n1,0.22,6.657577319
CCc1c(Oc2cc(C)cc(C)c2)n(CC2=CCCC2)c(=O)[nH]c1=O,0.22,6.657577319
CCCNc1nc(C(OC)c2c(F)cccc2F)c(C)c(=O)[nH]1,0.22,6.657577319
O=c1cc(Nc2cccc(-c3ccc(Cl)cc3)c2)[nH]c(=O)n1O,0.22,6.657577319
O=S(=O)(c1c(-c2nc3ccc(F)cc3[nH]2)[nH]c2ccc(Br)cc12)N1CCCC1,0.22,6.657577319
Cc1cc(C)cc(S(=O)(=O)n2c(SCC(=O)Nc3ccccc3C)nc3ccccc32)c1,0.222,6.653647026
Cc1cc(C#Cc2ccncc2)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,0.223,6.651695137
C(CCC(O)=O)(=C1S(OCCOS1(=O)=O)(=O)=O)O,0.223872114,6.65
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc(Cl)cc23)c1,0.225,6.647817482
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@H](C)c3ccccc3F)[nH]c3ccc(Cl)cc23)c1,0.228,6.642065153
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3cccc(Cl)c3)CC2)ncc1Br,0.229,6.640164518
c1(P(C(C(OCC)=O)C(OCC)=O)(S)=S)ccccc1,0.229086765,6.640000001
COc1cc(COc2ccnc(Nc3ccc(C#N)cc3)n2)cc(OC)c1,0.23,6.638272164
COc1ccc(CSc2nc(C(C#N)c3c(Cl)cccc3Cl)c(C)c(=O)[nH]2)cc1,0.23,6.638272164
O1CCN(CC2C(=O)C(CN3CCOCC3)CCC2)CC1,0.234422882,6.629999999
C=CCN(C(=O)CCC(=O)Nc1ccc(-c2ccc(OCC(=O)O)cc2)cc1Cl)c1ccc(C(C)(C)C)cc1Cl,0.237,6.625251654
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(c3cccc(S(C)(=O)=O)c3)CC2)n1,0.238,6.623423043
[Pt-2]1([OH+]P([O-])(=O)C(=O)[OH+]1)(N)N,0.239883292,6.62
C1(C(CNC2(CC(CC3C2)CC4C3)C4)CN(C(OCC)=O)CC1)=O,0.239883292,6.62
c12c(nc(cccc3)c3c1N)CCCC2,0.239883292,6.62
Cc1ccc(C(=O)CSc2nc(O)c(C(C)C)c(Cc3cccc4ccccc34)n2)c(C)c1,0.24,6.619788758
Cc1ccc(C(=O)CSc2nc(O)c(C(C)C)c(Cc3cccc4ccccc34)n2)cc1,0.24,6.619788758
CCC(OC)c1cnc(-c2[nH]c3ccc(Br)cc3c2S(=O)(=O)N2CCCC2)[nH]1,0.24,6.619788758
N#Cc1ccc(Nc2nccc(NCc3ccccn3)n2)cc1,0.24,6.619788758
N#Cc1ccc(Nc2nccc(Oc3ccc4cc(C#N)ccc4c3Br)n2)cc1,0.24,6.619788758
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2cc(=O)oc3cc(OC)ccc23)cc1,0.2418,6.616543703
CC(c1ccnc(Nc2ccc(C#N)cc2)n1)c1c(F)cccc1F,0.248,6.605548319
Cc1cc(C)c(Oc2cc(Cl)nc(Nc3ccc(C#N)cc3)c2)c(C)c1,0.248,6.605548319
CC1=C(N)[C@@]2(OS1(=O)=O)[C@@H](CO[Si](C)(C)C(C)(C)C)O[C@@H](n1cc(C)c(=O)n(C)c1=O)[C@@H]2O[Si](C)(C)C(C)(C)C,0.25,6.602059991
CCC1(c2ccc(COc3cccc(Cl)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0.25,6.602059991
CCC1(c2cccc(C)c2)Oc2ccccc2-n2cccc2C1=O,0.25,6.602059991
O=c1cc(Nc2ccc(-c3ccccc3)cc2)[nH]c(=O)n1O,0.25,6.602059991
CCc1c(C)[nH]c(=O)c(NCc2ccccc2)c1Cc1cc(C)cc(C)c1,0.251,6.600326279
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CC(N)=O)[nH]c3ccc(Cl)cc23)c1,0.252,6.598599459
CCc1c(Sc2cc(C)cc(C)c2)n(CC2CC2)c(=O)[nH]c1=O,0.257,6.590066877
C1(C(NS(c2ccc(C)cc2)(=O)=O)=O)S(=O)(=O)OCCOS1(=O)=O,0.257039578,6.59
CCc1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12,0.26,6.585026652
O=C(c1ccc(Cl)cc1)c1cc(Cc2ccc(=O)[nH]n2)cc2ccoc12,0.26,6.585026652
Cc1cnc(Nc2ccc(C#N)cc2)nc1Cc1c(F)cccc1F,0.262,6.581698709
C#C[C@]1(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,0.263,6.580044252
COc1cc(Oc2c(C)cc(C#N)cc2C)cc(NC2CCN(Cc3ccccc3)CC2)n1,0.264,6.578396073
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(c3cc(Cl)cc(C(N)=O)c3)CC2)n1,0.265,6.576754126
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)C(N)=O)[nH]c3ccc(Cl)c(F)c23)c1,0.27,6.568636236
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCc3ccccc3Cl)[nH]c3ccc(Cl)cc23)c1,0.27,6.568636236
O=C(O)c1cc(-c2cn(Cc3ccc(F)cc3)cc2-c2ccc(OCCCCc3ccccc3)cc2)n[nH]1,0.27,6.568636236
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCn3cccc3)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.272,6.565431096
CCc1c(Oc2cc(C)cc(C)c2)n(CC2CCCC2)c(=O)[nH]c1=O,0.272,6.565431096
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccccc3)[nH]c3ccc(Br)cc23)c1,0.273,6.563837353
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@H](C)C(=O)NCc3ccco3)[nH]c3ccc(Cl)cc23)c1,0.276,6.559090918
Cc1c(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)cc(Cl)c2ccc(C#N)cc12,0.28,6.552841969
Cc1cc(C#Cc2cccnc2)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,0.28,6.552841969
O=S(=O)(c1c(-c2nc3ccccc3[nH]2)[nH]c2ccc(Br)cc12)N1CCCC1,0.28,6.552841969
Cc1c(N)nc(Nc2ccc(C#N)cc2)nc1C(C)c1c(F)cccc1F,0.282,6.549750892
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccc4nc(N)[nH]c4c3)[nH]c3ccc(Cl)cc23)c1,0.284,6.54668166
Cc1cc(C)c(Oc2cc(Cl)nc(NC3CCN(Cc4ccccc4)CC3)c2)c(C)c1,0.287,6.542118103
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)Nc3cccc(C#N)c3)[nH]c3ccc(Cl)cc23)c1,0.287,6.542118103
O1C(CN(C=CC(=N)N2)C2=O)OCC1CO,0.28840315,6.54
CCc1c(Oc2cc(C)cc(C)c2)n(CC2CCC2)c(=O)[nH]c1=O,0.289,6.539102157
Cc1cc(C#Cc2ccccn2)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,0.29,6.537602002
Cc1cc(C)cc(S(=O)(=O)n2c(OCC(=O)Nc3ccc(S(C)(=O)=O)cc3Cl)nc3ccccc32)c1,0.29,6.537602002
CCC1(c2ccc(CSc3ccc(Br)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0.29,6.537602002
CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@@H](C)[C@H](C)[C@@H]3O,0.29,6.537602002
CCn1c(=O)[nH]c2cccc(Oc3cc(Cl)cc(C#N)c3)c21,0.293,6.53313238
[Pt-2]12(NC3C(CCCC3)N1)[OH+]C(=O)P(=O)([O-])[OH+]2,0.295120923,6.53
O(C(C)(C)C)C(NC(Cc1ccccc1)CN2C(C(O)=O)CCC2)=O,0.295120923,6.53
Cc1cc(C#N)cc(C)c1Oc1ccnc(S(=O)(=O)CC(=O)Nc2ccc(C#N)cc2F)n1,0.296,6.528708289
N#Cc1ccc(Nc2nc(N)cc(Cc3c(Cl)cccc3Cl)n2)cc1,0.299,6.524328812
Cc1c(C(C)c2c(F)cccc2F)nc(SC2CCCC2)[nH]c1=O,0.3,6.522878745
COC(=O)CCCC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.3,6.522878745
N#Cc1ccc(Nc2nccc(OCc3cccc4ccccc34)n2)cc1,0.3,6.522878745
N#Cc1ccc(Nc2nccc(OCc3ccccc3F)n2)cc1,0.3,6.522878745
N[Pt-2]([OH+]C(C(CS)N)=O)([OH+]C(C(CS)N)=O)N,0.301995172,6.52
CCn1c(=O)[nH]c2cccc(Oc3cc(C)cc(C)c3)c21,0.303,6.518557371
CCN(C(=O)CCC(=O)Nc1ccc(-c2ccc(CC(=O)O)cc2)cc1Cl)c1ccc(C(C)(C)C)cc1Cl,0.305,6.515700161
[Ga-3]123([OH+]C(=O)CP([O-])([O-])=[O+]1)([O+]=P([O-])([O-])CC(=O)[OH+]2)[O+]=P([O-])([O-])CC(=O)[OH+]3,0.309029543,6.51
CCCNc1nc(C(C)c2c(F)cccc2F)c(C)c(=O)[nH]1,0.31,6.508638306
N#Cc1ccc2c(F)cc(Oc3ccccc3OCCn3ccc(=O)[nH]c3=O)c(Cl)c2c1,0.31,6.508638306
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@@H](C)CC(N)=O)[nH]c3ccc(Cl)cc23)c1,0.315,6.501689446
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCCC3)[nH]c3ccc(Br)cc23)c1,0.315,6.501689446
CCc1c(C)[nH]c(=O)c(NC(N)=S)c1Cc1cccc(C)c1,0.316,6.500312917
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCC(N)=O)[nH]c3ccc(Cl)c(F)c23)c1,0.319,6.496209317
CC(C)c1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12,0.32,6.494850022
CCc1c(O)nc(SCC(=O)c2ccc(C)cc2)nc1Cc1cccc2ccccc12,0.32,6.494850022
CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O,0.32,6.494850022
O1C(Cn(cn2)c(ncnc3N)c23)OCC1CO,0.323593657,6.49
C#CC1(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CC(n2cnc3c(=O)[nH]c(N)nc32)CC1O,0.324,6.48945499
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@H](C)C(N)=O)[nH]c3ccc(Br)cc23)c1,0.324,6.48945499
CN(C(=O)CCC(=O)Nc1ccc(-c2ccc(OCC(=O)O)cc2)cc1Cl)c1ccc(C(C)(C)C)cc1Cl,0.328,6.484126156
Cc1c(Oc2ccc(Cl)cc2OCCn2ccc(=O)[nH]c2=O)cc(F)c2ccc(C#N)cc12,0.33,6.48148606
COc1cccc(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c1,0.33,6.48148606
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3ccccc3)CC2)ncc1Br,0.334,6.476253533
NS(=O)(=O)c1ccc(NC(=O)CNC(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1,0.336,6.473660723
O1C(Cn(cn2)c(nc(nc3O)N)c23)OCC1CO,0.338844156,6.47
C#C[C@]1(CO)O[C@@H](n2cc(I)c(=O)[nH]c2=O)C[C@@H]1O,0.34,6.468521083
CCCN(C)c1nc([C@H](OC)c2c(Cl)cccc2Cl)c(C)c(=O)[nH]1,0.34,6.468521083
COC(c1nc(NC(C)C)[nH]c(=O)c1C)c1c(Cl)cccc1Cl,0.34,6.468521083
CC(c1cc(=O)[nH]c(Nc2ccc(C#N)cc2)n1)c1c(F)cccc1F,0.347,6.459670525
COc1cc(F)c(C(=O)c2ccnc(Nc3ccc(C#N)cc3)n2)c(F)c1,0.347,6.459670525
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccccc3Br)CC2)nc2ccsc12,0.351,6.454692884
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCC(N)=O)[nH]c3ccc(Cl)cc23)c1,0.351,6.454692884
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C#N)c3)CC2)ncc1Br,0.352,6.453457337
N[Pt-2]([OH+]C(C(CS)NC(C)=O)=O)([OH+]C(C(CS)NC(C)=O)=O)N,0.354813389,6.45
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3ccc(S(C)(=O)=O)cc3)CC2)nc2ccsc12,0.355,6.449771647
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)C(N)=O)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.362,6.441291429
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cc1cc(=O)oc2cc(O)ccc12)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.367,6.435333936
COc1ccc(C(=O)CSc2nc(O)c(C)c(Cc3cccc4ccccc34)n2)cc1,0.37,6.431798276
O=S(=O)(c1c(-c2nc3cccnc3[nH]2)[nH]c2ccc(Br)cc12)N1CCCC1,0.37,6.431798276
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc3ccc(OC)cc3oc2=O)cc1,0.3704,6.431329022
C1(C)\C(=C/C)\C(Cc2[nH]c(\C=C(/N=C3\C=C(\C(C)=C(C=C)C4=O)/N4)\C(CC(O)=O)=C3C)c(CCC(O)=O)c2C)NC1=O,0.371535229,6.43
COc1cc(OC)cc(C(=O)c2cc(Cl)ccc2OCC(=O)Nc2ccc(S(N)(=O)=O)cc2C)c1,0.37154,6.429994423
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(Cc3ccccc3)CC2)n1,0.372,6.42945706
COc1ccc2c(CC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc([N+](=O)[O-])cc3)cc(=O)oc2c1,0.3728,6.428524096
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cc1cc2ccc(O)cc2oc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.3754,6.425505732
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)nc2ccn(S(=O)(=O)c3ccccc3)c12,0.38,6.420216403
Cc1ccc(C)c(S(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)c1,0.38,6.420216403
